merchant_id,txn_count,total_transaction_value,avg_transaction_value,unique_users,unique_mcc,failed_txn_count,pending_txn_count,negative_amount_count,failure_rate,pending_rate,negative_amount_rate,chargeback_count,chargeback_amount,critical_chargeback_count,high_chargeback_count,chargeback_rate,merchant_name,merchant_category,business_type,merchant_city,merchant_state,merchant_status,declared_avg_ticket_size,master_mcc,merchant_match_flag,suspended_flag,blocked_flag,ticket_deviation,ticket_deviation_abs,txn_count_percentile,user_count_percentile,transaction_value_percentile,high_failure_flag,high_pending_flag,negative_transaction_flag,high_chargeback_flag,critical_chargeback_flag,inactive_flag,ticket_deviation_risk,user_to_txn_ratio,high_user_concentration_flag,merchant_risk_score,risk_band,ml_anomaly_prediction,ml_decision_score,ml_anomaly_percentile,ml_anomaly_flag,ml_anomaly_band,network_user_count,network_transaction_count,network_total_amount,network_chargeback_count,avg_relationship_risk,max_relationship_risk,network_chargeback_rate,degree,component_id,network_activity_score,suspicious_component_flag,unified_merchant_risk_score,unified_merchant_risk_band,investigation_reasons
MCH7833,4,28596.502922,7149.125730499999,4,4,0,1,0,0.0,0.25,0.0,20.0,25078.2251,2.0,4.0,5.0,"Chopra, Baral and Hayre",Books,sole_proprietor,HYDERABAD,Telangana,SUSPENDED,0.648,5942.0,1,1,0,11031.601435956787,11031.601435956787,0.8575332256862501,0.8575332256862501,0.6108557943112657,0,1,0,1,1,0,0.0515115426370098,1.0,0,45.61,MEDIUM,-1,-0.162305,0.07,1,LOW,4,4,28596.502922,0,26.412499999999998,33.98,0.0,4,3276,90.25,1,41.77,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7834,3,68011.31,22670.436666666665,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.9636070053409516,0,0,0,0,0,0,0.0,1.0,0,8.24,LOW,1,0.272271,89.99,0,MEDIUM,3,3,68011.31,0,27.320000000000004,28.31,0.0,3,1433,94.28,1,39.69,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7835,3,31262.56,10420.853333333334,3,2,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"DUGAR, DHAWAN AND DE",Hospitality,Private Limited,Lucknow,Uttar Pradesh,BLOCKED,1744.59,7011.0,1,0,1,4.973239175584713,4.973239175584713,0.684076512234505,0.684076512234505,0.6548254875170786,1,0,0,0,0,0,2.32223057843787e-05,1.0,0,23.36,LOW,1,0.152881,23.15,0,LOW,3,3,31262.56,0,29.296666666666667,35.38,0.0,3,3529,88.34,1,34.24,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7836,3,26701.247445,8900.415815,3,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.5819152900260837,0,0,0,0,0,0,0.0,1.0,0,6.33,LOW,1,0.272255,89.65,0,MEDIUM,3,3,26701.247445,0,20.7,29.33,0.0,3,2106,86.73,1,37.15,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7837,1,12558.27,12558.27,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Wali Group,Miscellaneous,Individual,kolkata,West Bengal,ACTIVE,803.03,,1,0,0,14.638606278719353,14.638606278719353,0.133461681778661,0.133461681778661,0.2412122717674823,0,0,0,1,0,0,6.83542816380994e-05,1.0,0,26.87,MEDIUM,1,0.138829,20.89,0,LOW,1,1,12558.27,0,26.56,26.56,0.0,1,5416,38.55,0,25.47,MEDIUM,NO_MAJOR_SIGNAL
MCH7838,2,10403.91,5201.955,2,1,0,0,0,0.0,0.0,0.0,1.0,1587.1,0.0,0.0,0.5,"Yohannan, Sethi and Khare",FOOD_SERVICES,SOLE-PROPRIETOR,ASR,Punjab,ACTIVE,974.3,8120.0,1,0,0,4.339171713024736,4.339171713024736,0.4191404794435474,0.4191404794435474,0.1994783256738293,0,0,0,1,0,0,2.0261557671603345e-05,1.0,0,15.59,LOW,1,0.172707,29.08,0,LOW,2,2,10403.91,0,19.705,21.43,0.0,2,3856,56.86,0,22.05,LOW,NO_MAJOR_SIGNAL
MCH7839,2,15601.986404,7800.993202000001,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mahajan-Bhasin,Apparel,Partnership,Amritsar,Punjab,ACTIVE,4413.06,5699.0,1,0,0,0.7677061272677008,0.7677061272677008,0.4191404794435474,0.4191404794435474,0.3115140976276239,1,0,0,0,0,0,3.584767555012199e-06,1.0,0,13.65,LOW,1,0.191301,37.73,0,LOW,2,2,15601.986404000001,0,30.07,43.44,0.0,2,4489,64.76,0,24.54,LOW,NO_MAJOR_SIGNAL
MCH7840,1,9765.51,9765.51,1,1,0,0,0,0.0,0.0,0.0,1.0,-767.36,0.0,0.0,1.0,Sood LLC,Department Store,Individual,Pune,Maharashtra,ACTIVE,0.394,5311.0,1,0,0,24784.558375634515,24784.558375634515,0.133461681778661,0.133461681778661,0.1865606756924605,0,0,0,1,0,0,0.1157303264551115,1.0,0,28.34,MEDIUM,1,0.045928,5.73,0,LOW,1,1,9765.51,0,25.19,25.19,0.0,1,5410,34.37,0,22.69,LOW,NO_MAJOR_SIGNAL
MCH7841,4,48739.25,12184.8125,4,1,0,1,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Manda Group,Book Store,SOLE-PROPRIETOR,Poona,Maharashtra,ACTIVE,14164.49,5942.0,1,0,0,-0.13976341541418,0.13976341541418,0.8575332256862501,0.8575332256862501,0.8729350391255745,0,1,0,0,0,0,6.526186768074834e-07,1.0,0,11.15,LOW,1,0.217562,47.45,0,LOW,4,4,48739.25,0,22.98,26.59,0.0,4,176,95.58,1,32.48,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7842,1,19969.0,19969.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J0ha1 Ltd,Restaurants,private_limited,Kolkata,West Bengal,INACTIVE,0.1856,5812.0,1,0,0,107590.59482758622,107590.59482758622,0.133461681778661,0.133461681778661,0.4127437585393119,0,0,0,0,0,1,0.5023892084007093,1.0,0,10.27,LOW,1,0.041371,5.27,0,LOW,1,1,19969.0,0,27.84,27.84,0.0,1,1954,50.14,0,14.5,LOW,NO_MAJOR_SIGNAL
MCH7843,3,10685.25,3561.75,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rastogi-Das,Restaurant,partnership,amritsar,Punjab,ACTIVE,-1274.89,5812.0,1,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.2039498198981493,0,0,0,0,0,0,0.0,1.0,0,4.44,LOW,1,0.270619,78.84,0,LOW,3,3,10685.25,0,17.419999999999998,17.99,0.0,3,826,63.23,1,31.28,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7844,1,0.1036337,0.1036337,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Singh-Mane,GROCERY_STORE,SOLE-PROPRIETOR,LDH,Punjab,ACTIVE,0.1309,,1,0,0,-0.2082987012987012,0.2082987012987012,0.133461681778661,0.133461681778661,0.0002484163457955,0,0,0,0,0,0,9.72640962010174e-07,1.0,0,0.67,LOW,1,0.244043,52.33,0,LOW,1,1,0.1036337,0,10.65,10.65,0.0,1,5504,17.49,0,13.65,LOW,NO_MAJOR_SIGNAL
MCH7845,1,5406.3,5406.3,1,1,0,0,0,0.0,0.0,0.0,1.0,895.1,0.0,0.0,1.0,Bhasin-Dubey,phone service,PRIVATE_LIMITED,Ludhiana,Punjab,ACTIVE,0.994,4814.0,1,0,0,5437.933601609659,5437.933601609659,0.133461681778661,0.133461681778661,0.1104210657061234,0,0,0,1,0,0,0.0253921744909604,1.0,0,26.6,MEDIUM,1,0.100149,13.86,0,LOW,1,1,5406.3,0,22.42,22.42,0.0,1,5351,28.28,0,22.47,LOW,NO_MAJOR_SIGNAL
MCH7846,3,49412.26,16470.753333333334,3,2,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.8775307415227922,1,0,0,0,0,0,0.0,1.0,0,14.47,LOW,1,0.212485,44.57,0,LOW,3,3,49412.259999999995,1,42.17666666666667,60.29,0.3333333333333333,3,4447,92.83,1,35.37,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH7847,3,22237.430274,7412.476758,3,2,0,1,0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,Ramakrishnan-Misra,groceries,individual,Mumbay,Maharashtra,ACTIVE,0.2108,5411.0,1,0,0,35162.5519829222,35162.5519829222,0.684076512234505,0.684076512234505,0.4753446776797913,0,1,0,0,0,0,0.1641898781613548,1.0,0,11.59,LOW,1,0.088142,12.98,0,LOW,3,3,22237.430274000002,0,21.346666666666668,24.18,0.0,3,765,81.41,1,24.25,LOW,SUSPICIOUS_NETWORK_COMPONENT
MCH7848,1,265.74,265.74,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.0299341696683641,0,0,0,0,0,0,0.0,1.0,0,0.82,LOW,1,0.250436,54.47,0,LOW,1,1,265.74,0,14.87,14.87,0.0,1,5373,21.28,0,14.96,LOW,NO_MAJOR_SIGNAL
MCH7849,2,10387.49,5193.745,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lal-Wagle,DEPT_STORE,SOLE_PROPRIETOR,jaipur,Rajasthan,ACTIVE,4061.65,5311.0,1,0,0,0.2787278569054447,0.2787278569054447,0.4191404794435474,0.4191404794435474,0.1982362439448515,0,0,0,0,0,0,1.301506582562818e-06,1.0,0,3.09,LOW,1,0.26916,73.42,0,LOW,2,2,10387.49,0,18.09,20.04,0.0,2,1691,56.82,0,23.87,LOW,NO_MAJOR_SIGNAL
MCH7850,1,19691.0,19691.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reddy Inc,Clothing,PARTNERSHIP,chennai,Tamil Nadu,ACTIVE,0.1378,5699.0,1,0,0,142894.5007256894,142894.5007256894,0.133461681778661,0.133461681778661,0.4065333498944231,0,0,0,0,0,0,0.6672391320025222,1.0,0,12.71,LOW,1,0.012699,3.76,0,LOW,1,1,19691.0,0,28.12,28.12,0.0,1,5710,49.72,0,15.53,LOW,NO_MAJOR_SIGNAL
MCH7851,1,0.1103431,0.1103431,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Warrior, Hora and Dayal",phone service,INDIVIDUAL,Jalandar,Punjab,ACTIVE,0.0,4814.0,1,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.0012420817289777,0,0,0,0,0,0,0.0,1.0,0,0.67,LOW,1,0.246254,52.66,0,LOW,1,1,0.1103431,0,13.18,13.18,0.0,1,3309,17.57,0,13.98,LOW,NO_MAJOR_SIGNAL
MCH7852,4,30960.63,7740.1575,4,1,1,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.6503539932927587,1,0,0,0,0,0,0.0,1.0,0,12.54,LOW,1,0.219678,48.35,0,LOW,4,4,30960.63,0,24.6525,37.62,0.0,4,1969,91.08,1,33.14,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7853,2,43161.81,21580.905,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.8138119488262328,0,0,0,0,0,0,0.0,1.0,0,6.16,LOW,1,0.272173,87.88,0,MEDIUM,2,2,43161.81,1,43.03,56.82,0.5,2,5234,85.63,1,38.83,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH7854,3,19270.6861219,6423.562040633333,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.3973419450999876,0,0,0,0,0,0,0.0,1.0,0,5.41,LOW,1,0.273232,96.58,0,HIGH,3,3,19270.6861219,0,18.97,23.33,0.0,3,14,76.59,1,36.85,MEDIUM,ML_ANOMALY|SUSPICIOUS_NETWORK_COMPONENT
MCH7855,3,21558.4877299,7186.162576633332,3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.455471370016147,0,0,0,0,0,0,0.0,1.0,0,5.7,LOW,1,0.27278,93.85,0,MEDIUM,3,3,21558.4877299,0,19.276666666666667,27.93,0.0,3,2421,80.27,1,36.86,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7856,5,70365.86,14073.172,5,3,0,1,0,0.0,0.2,0.0,1.0,0.0,0.0,1.0,0.2,"Sood, Dalal and Butala",Hotels,Private Limited,New Delhi,Delhi,ACTIVE,0.2048,7011.0,1,0,0,68715.66015625,68715.66015625,0.9454105080114272,0.9454105080114272,0.9701900385045336,0,1,0,1,0,0,0.3208645343577853,1.0,0,21.39,LOW,-1,-0.022271,2.29,1,LOW,5,5,70365.86,0,26.194,29.84,0.0,5,1455,98.62,1,29.7,MEDIUM,MANY_CONNECTED_USERS|SUSPICIOUS_NETWORK_COMPONENT
MCH7857,3,34712.450000000004,11570.816666666668,3,2,1,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.7053782138864737,1,0,0,0,0,0,0.0,1.0,0,13.61,LOW,1,0.214905,46.35,0,LOW,3,3,34712.450000000004,0,29.466666666666665,42.37,0.0,3,2958,89.44,1,33.65,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7858,2,34097.41,17048.705,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.6978015153397094,0,0,0,0,0,0,0.0,1.0,0,5.58,LOW,1,0.27258,92.71,0,MEDIUM,2,2,34097.41,0,25.34,27.08,0.0,2,5137,83.29,0,32.47,MEDIUM,NO_MAJOR_SIGNAL
MCH7860,4,63874.44,15968.61,4,3,1,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pall, Som and Dalal",Misc Retail,PRIVATE-LIMITED,ASR,Punjab,ACTIVE,-625.05,5999.0,1,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.9464662774810584,1,0,0,0,0,0,0.0,1.0,0,14.02,LOW,1,0.219576,48.27,0,LOW,4,4,63874.44,1,37.8175,74.76,0.25,4,2851,96.84,1,35.83,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH7861,2,45117.46000000001,22558.730000000003,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.8340578810085704,0,0,0,0,0,0,0.0,1.0,0,6.27,LOW,1,0.272255,89.65,0,MEDIUM,2,2,45117.46000000001,0,27.310000000000002,27.75,0.0,2,1146,86.05,1,37.71,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7862,2,15042.47,7521.235,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pandit-Ratti,MEDICAL_STORE,INDIVIDUAL,Amritsar,Punjab,ACTIVE,558.23,5912.0,1,0,0,12.473362234204538,12.473362234204538,0.4191404794435474,0.4191404794435474,0.2983480313004595,0,0,0,0,0,0,5.824377668865341e-05,1.0,0,3.59,LOW,1,0.265943,67.67,0,LOW,2,2,15042.47,0,19.53,21.85,0.0,2,2338,63.89,0,23.85,LOW,NO_MAJOR_SIGNAL
MCH7863,1,0.1442179,0.1442179,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Lal, Hegde and Hora",eating place,Partnership,LKO,Uttar Pradesh,ACTIVE,673.1,5812.0,1,0,0,-0.9997857407517458,0.9997857407517458,0.133461681778661,0.133461681778661,0.0052167432617066,0,0,0,1,0,0,4.668452364925501e-06,1.0,0,25.69,MEDIUM,1,0.151508,22.78,0,LOW,1,1,0.1442179,0,18.49,18.49,0.0,1,2770,18.16,1,27.35,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7864,2,7539.130876,3769.565438,2,1,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kumer, Iyer and Bhavsar",TRAVEL,Private Limited,Amritsar,Punjab,ACTIVE,611.66,4131.0,1,0,0,5.162844452800576,5.162844452800576,0.4191404794435474,0.4191404794435474,0.1475593094025586,1,0,0,0,0,0,2.4107658684246213e-05,1.0,0,12.83,LOW,1,0.175411,29.72,0,LOW,2,2,7539.130876,0,27.08,38.64,0.0,2,409,52.76,0,20.98,LOW,NO_MAJOR_SIGNAL
MCH7865,1,6640.45,6640.45,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rout Inc,Department Store,Individual,Hyderabad,Telangana,ACTIVE,2187.26,,1,0,0,2.035967374706253,2.035967374706253,0.133461681778661,0.133461681778661,0.1304185815426655,0,0,0,0,0,0,9.506853636672029e-06,1.0,0,1.32,LOW,1,0.257919,58.21,0,LOW,1,1,6640.45,0,18.6,18.6,0.0,1,1014,29.98,0,17.23,LOW,NO_MAJOR_SIGNAL
MCH7866,2,34717.74,17358.87,2,1,0,0,0,0.0,0.0,0.0,1.0,177.16,0.0,0.0,0.5,Bhattacharyya and Sons,Department Stores,Partnership,DELHI,Delhi,ACTIVE,2522.0,5311.0,1,0,0,5.882977795400476,5.882977795400476,0.4191404794435474,0.4191404794435474,0.7056266302322692,0,0,0,1,0,0,2.7470287364861686e-05,1.0,0,18.12,LOW,1,0.175301,29.66,0,LOW,2,2,34717.74,0,27.759999999999998,29.73,0.0,2,3659,83.46,0,27.02,MEDIUM,NO_MAJOR_SIGNAL
MCH7867,2,14197.86,7098.93,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.2783505154639175,0,0,0,0,0,0,0.0,1.0,0,3.49,LOW,1,0.270725,79.88,0,LOW,2,2,14197.86,0,18.145,19.74,0.0,2,1357,62.58,1,30.97,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7868,1,5124.96,5124.96,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ah1uwa1ia Inc,Food,PRIVATE_LIMITED,HYDERABAD,Telangana,INACTIVE,-4268.0,5812.0,1,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.1059495714818035,0,0,0,0,0,1,0.0,1.0,0,1.2,LOW,1,0.259891,60.08,0,LOW,1,1,5124.96,0,17.73,17.73,0.0,1,5787,27.9,0,17.24,LOW,NO_MAJOR_SIGNAL
MCH7869,3,17098.683426999996,5699.561142333332,3,2,0,0,0,0.0,0.0,0.0,1.0,6779.18,0.0,0.0,0.3333333333333333,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.3454229288287169,0,0,0,1,0,0,0.0,1.0,0,13.48,LOW,1,0.184116,34.92,0,LOW,3,3,17098.683427,1,30.106666666666666,56.64,0.3333333333333333,3,1001,73.08,1,29.72,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH7870,1,0.590516,0.590516,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kalla,MoreandSwamy",Pharmacies,PRIVATE_LIMITED,jaipur,Rajasthan,ACTIVE,681.25,5912.0,1,0,0,-0.9991331875229358,0.9991331875229358,0.133461681778661,0.133461681778661,0.0204943485281331,1,0,0,0,0,0,4.66540529839904e-06,1.0,0,20.77,LOW,1,0.078259,10.47,0,LOW,1,1,0.590516,0,32.38,32.38,0.0,1,5679,20.29,0,18.78,LOW,NO_MAJOR_SIGNAL
MCH7871,2,6227.889999999999,3113.945,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mital, Palla and Saraf",CLOTHS,SOLE-PROPRIETOR,HYDERABAD,Telangana,ACTIVE,-2352.21,5699.0,1,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.1243323810706744,0,0,0,0,0,0,0.0,1.0,0,2.72,LOW,1,0.268471,71.46,0,LOW,2,2,6227.889999999999,0,14.985,15.5,0.0,2,323,50.93,0,22.38,LOW,NO_MAJOR_SIGNAL
MCH7872,2,1295.609032,647.804516,2,2,1,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.0445907340703018,1,0,0,0,0,0,0.0,1.0,0,12.32,LOW,1,0.182747,34.32,0,LOW,2,2,1295.609032,0,25.515,34.61,0.0,2,4444,44.18,1,25.61,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7873,2,30429.13,15214.565,2,2,1,0,0,0.5,0.0,0.0,1.0,0.1707,0.0,0.0,0.5,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.6425288784001988,1,0,0,1,0,0,0.0,1.0,0,27.81,MEDIUM,1,0.079716,11.09,0,LOW,2,2,30429.13,1,50.645,71.76,0.5,2,875,82.08,1,35.79,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH7874,6,84608.48,14101.413333333332,6,3,0,1,0,0.0,0.1666666666666666,0.0,2.0,6452.08,1.0,1.0,0.3333333333333333,,,,,,,0.0,,0,0,0,0.0,0.0,0.9825487517078624,0.9825487517078624,0.9894423053036888,0,1,0,1,1,0,0.0,1.0,1,19.86,LOW,1,0.060162,7.2,0,LOW,6,6,84608.48,0,27.10166666666667,31.79,0.0,6,3299,99.54,1,30.03,MEDIUM,MANY_CONNECTED_USERS|SUSPICIOUS_NETWORK_COMPONENT
MCH7875,1,4221.18,4221.18,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Narasimhan PLC,kirana,private_limited,amritsar,Punjab,ACTIVE,585.43,5411.0,1,0,0,6.210392361170423,6.210392361170423,0.133461681778661,0.133461681778661,0.0910445907340703,0,0,0,0,0,0,2.899913423832325e-05,1.0,0,1.12,LOW,1,0.250614,54.55,0,LOW,1,1,4221.18,0,14.7,14.7,0.0,1,2517,26.64,0,15.66,LOW,NO_MAJOR_SIGNAL
MCH7876,1,20213.42,20213.42,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yadav-Bansal,Stationery,individual,lucknow,Uttar Pradesh,ACTIVE,-549.03,5942.0,1,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.4200720407402807,0,0,0,0,0,0,0.0,1.0,0,2.77,LOW,1,0.268471,71.46,0,LOW,1,1,20213.42,0,23.53,23.53,0.0,1,5036,50.55,0,23.22,LOW,NO_MAJOR_SIGNAL
MCH7877,1,18585.45,18585.45,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Parekh-Borra,Book Store,Private Limited,Bombay,Maharashtra,ACTIVE,0.0,5942.0,1,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.3797043845485033,0,0,0,0,0,0,0.0,1.0,0,2.57,LOW,1,0.267026,69.3,0,LOW,1,1,18585.45,0,22.57,22.57,0.0,1,2051,47.95,0,22.33,LOW,NO_MAJOR_SIGNAL
MCH7878,3,24427.15,8142.383333333334,3,2,1,0,0,0.3333333333333333,0.0,0.0,1.0,2000.05,0.0,0.0,0.3333333333333333,,,,,,,0.0,,0,0,0,0.0,0.0,0.684076512234505,0.684076512234505,0.5359582660539064,1,0,0,1,0,0,0.0,1.0,0,21.1,LOW,1,0.114779,15.6,0,LOW,3,3,24427.15,0,27.80333333333333,44.13,0.0,3,4518,85.05,1,31.01,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7879,2,14535.55,7267.775000000001,2,2,1,0,0,0.5,0.0,0.0,2.0,2530.6074,0.0,1.0,1.0,SAWHNEY-GODA,Telecom,Individual,Jalandhar,Punjab,ACTIVE,1760.85,4814.0,1,0,0,3.127424255331233,3.127424255331233,0.4191404794435474,0.4191404794435474,0.2862998385293752,1,0,0,1,0,0,1.460336006587617e-05,1.0,0,38.53,MEDIUM,-1,-0.036788,1.88,1,LOW,2,2,14535.550000000001,0,32.795,35.87,0.0,2,5078,63.09,0,31.16,MEDIUM,NO_MAJOR_SIGNAL
MCH7880,2,31772.91,15886.455,2,1,0,1,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Ben-Khare,Transportation,Individual,chennai,Tamil Nadu,ACTIVE,3857.41,4131.0,1,0,0,3.1184253164688225,3.1184253164688225,0.4191404794435474,0.4191404794435474,0.662402186063843,0,1,0,0,0,0,1.4561339945262676e-05,1.0,0,10.41,LOW,1,0.170611,28.34,0,LOW,2,2,31772.91,1,41.165,57.26,0.5,2,3230,82.53,1,28.76,MEDIUM,HIGH_NETWORK_CHARGEBACK_RATE|SUSPICIOUS_NETWORK_COMPONENT
MCH7881,3,49142.03,16380.676666666666,3,1,1,1,0,0.3333333333333333,0.3333333333333333,0.0,1.0,6211.43,0.0,1.0,0.3333333333333333,MENON PLC,Department Store,Partnership,pune,Maharashtra,ACTIVE,1357.1,5311.0,1,0,0,11.070353449758064,11.070353449758064,0.684076512234505,0.684076512234505,0.8756676189293255,1,1,0,1,0,0,5.1692493337847176e-05,1.0,0,26.13,MEDIUM,1,0.025557,4.4,0,LOW,3,3,49142.03,0,33.406666666666666,45.64,0.0,3,1314,92.79,1,32.87,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7882,4,61636.5,15409.125,4,3,0,0,0,0.0,0.0,0.0,1.0,292.66,0.0,0.0,0.25,,,,,,,0.0,,0,0,0,0.0,0.0,0.8575332256862501,0.8575332256862501,0.9383927462427027,0,0,0,1,0,0,0.0,1.0,0,15.23,LOW,1,0.190906,37.57,0,LOW,4,4,61636.5,0,25.3175,29.3,0.0,4,2394,96.72,1,33.09,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
MCH7883,1,8873.22,8873.22,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.133461681778661,0.133461681778661,0.169047323313874,0,1,0,0,0,0,0.0,1.0,0,11.51,LOW,1,0.078838,10.79,0,LOW,1,1,8873.22,0,21.52,21.52,0.0,1,3326,33.09,1,18.95,LOW,SUSPICIOUS_NETWORK_COMPONENT
MCH7884,2,10224.445471,5112.2227355,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0,0,0,0.0,0.0,0.4191404794435474,0.4191404794435474,0.1948826232766116,0,0,0,0,0,0,0.0,1.0,0,3.07,LOW,1,0.271042,82.08,0,MEDIUM,2,2,10224.445471,0,18.05,20.96,0.0,2,2036,56.56,1,30.57,MEDIUM,SUSPICIOUS_NETWORK_COMPONENT
