complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,complaint_id_raw,txn_id_raw,user_id_raw,merchant_id_raw,disputed_amount_negative_flag,disputed_amount_missing_flag,txn_id_missing_flag,transaction_timestamp_missing_flag,reported_timestamp_missing_flag,bank_response_timestamp_missing_flag,critical_flag,high_flag
CBK0001026,TXN00009371,USR52820,MCH8391,2026-01-02 00:00:00,2026-01-03 00:00:00,,fraud,Suspicious high-value payment disputed by customer.,IN_PROGRESS,2026-01-25 00:00:00,CRITICAL,ivr,CBK0001026,TXN00009371,USR52820,MCH8391,0,1,0,0,0,0,1,0
CBK0000797,TXN00010208,USR84323,2140,2026-02-23 00:00:00,2026-02-25 00:00:00,687.82,item not received,User says UPI PIN was not entered by them.,IN_PROGRESS,2026-03-12 00:00:00,LOW,IVR,CBK0000797,TXN00010208,USR84323,2140,0,0,0,0,0,0,0,0
CBK0002035,,USR74657,MCH1497,2026-01-25 00:00:00,2026-01-27 00:00:00,,Customer Dispute,CUSTOMER COMPLAINT TEXT UNCLEAR DUE TO POOR CALL CENTER NOTES.,In Progress,,LOW,chatbot,CBK0002035,,USR74657,mch1497,0,1,1,0,0,1,0,0
CBK0000676,TXN00010013,USR25470,MCH9984,2026-03-24 17:08:02,2026-03-24 00:00:00,314.65,not delivered,Customer says transaction was not authorized.,IN_PROGRESS,2026-04-15 00:00:00,HIGH,IVR,CBK0000676,TXN00010013,USR25470,MCH-9984,0,0,0,0,0,0,0,1
CBK0001459,TXN00007662,USR87831,MCH6142,2026-02-17 00:00:00,2026-02-18 00:00:00,4479.85,scam,Merchant service was not delivered after payment.,OPEN,2026-03-01 00:00:00,MEDIUM,IVR,CBK0001459,TXN00007662,USR87831,MCH6142,0,0,0,0,0,0,0,0
CBK0000237,TXN00009246,USR-24926,MCH2943,,2026-04-12 00:00:00,1644.04,delivery issue,Suspicious high-value payment disputed by customer.,PENDING_BANK,2026-05-02 00:00:00,LOW,CHATBOT,CBK0000237,TXN00009246,USR-24926,MCH2943,0,0,0,1,0,0,0,0
CBK0000595,TXN00004517,USR57955,MCH8710,2026-02-22 00:00:00,2026-02-23 00:00:00,676.55,no service,Suspicious high-value payment disputed by customer.,Pending Bank,2026-02-24 00:00:00,LOW,IVR,CBK0000595,TXN00004517,USR57955,MCH8710,0,0,0,0,0,0,0,0
CBK0002344,TXN00018840,USR45486,MCH8357,2026-02-20 00:00:00,2026-02-26 00:00:00,1901.24,charged twice,complaint received after multiple failed attempts.,Closed,2026-03-04 00:00:00,HIGH,Branch,CBK0002344,TXN00018840,USR45486,MCH8357,0,0,0,0,0,0,0,1
CBK0001299,TXN00006246,USR98736,MCH5076,,2026-02-09 00:00:00,1584.81,charged twice,Complaint received after multiple failed attempts.,In Progress,,MEDIUM,Branch,CBK0001299,TXN00006246,USR98736,MCH5076,0,0,0,1,0,1,0,0
CBK0000774,TXN00000794,USR78569,MCH4590,2026-03-03 00:00:00,2026-03-05 00:00:00,124.85,delivery issue,Suspicious high-value payment disputed by customer.,OPEN,2026-04-04 10:25:44,MEDIUM,IVR,CBK0000774,TXN00000794,USR78569,MCH 4590,0,0,0,0,0,0,0,0
CBK0002779,TXN00001284,USR62254,MCH5430,2026-01-04 00:00:00,2026-01-06 22:17:15,141.27,Account Takeover,User claims account was compromised before transaction.,CLOSED,,MEDIUM,App,CBK0002779,TXN00001284,USR62254,MCH5430,0,0,0,0,0,1,0,0
CBK0001954,TXN00012046,USR82369,MCH6344,2026-03-03 16:22:00,2026-03-06 06:22:00,2431.27,extra amount deducted,Customer complaint text unclear due to poor call center notes.,WIP,2026-03-12 06:22:00,MEDIUM,ivr,CBK0001954,TXN00012046,USR82369,MCH6344,0,0,0,0,0,0,0,0
CBK0001697,TXN00015694,USR50776,MCH2822,2026-02-07 23:39:00,2026-02-09 21:39:04,2581.01,item not received,merchant service was not delivered after payment.,OPEN,2026-02-14 00:00:00,LOW,IVR,CBK0001697,TXN00015694,USR50776,MCH2822,0,0,0,0,0,0,0,0
CBK0002305,TXN00008366,USR55382,MCH4721,,2026-03-04 00:00:00,1671.34,scam,Suspicious high-value payment disputed by customer.,CLOSED,,HIGH,App,CBK0002305,TXN00008366,USR55382,MCH4721,0,0,0,1,0,1,0,1
CBK0000206,TXN-00019710,USR39190,MCH6651,,2026-01-25 16:01:33,739.61,no service,Payment made to unknown merchant as per customer statement.,CLOSED,2026-02-01 16:01:33,HIGH,App,CBK0000206,txn-00019710,USR39190,MCH6651,0,0,0,1,0,0,0,1
CBK0001744,TXN00009167,USR70912,MCH1602,2026-02-23 00:00:00,2026-02-24 14:21:00,286.26,no service,Complaint received after multiple failed attempts. pls check asap,Closed,,MEDIUM,chatbot,CBK0001744,TXN00009167,usr70912,MCH1602,0,0,0,0,0,1,0,0
CBK0000128,TXN00012176,USR84571,MCH5742,2026-03-26 00:00:00,2026-04-05 23:32:00,4272.46,Merchant Not Delivered,user says upi pin was not entered by them.,Resolved,,LOW,Call Center,CBK0000128,TXN00012176,USR84571,MCH5742,0,0,0,0,0,1,0,0
CBK0001316,TXN00007966,USR52956,MCH2383,2026-03-29 21:07:00,2026-03-30 00:00:00,4920.19,Unauthorized Transaction,customer says transaction was not authorized.,REJECTED,,CRITICAL,IVR,CBK0001316,TXN00007966,USR52956,MCH2383,0,0,0,0,0,1,1,0
CBK0002296,TXN00004293,USR72591,MCH3992,2026-05-01 00:00:00,2026-08-01 00:00:00,830.77,item not received,Complaint received after multiple failed attempts.,Closed,2026-01-14 00:00:00,MEDIUM,Branch,CBK0002296,TXN00004293,USR72591,MCH3992,0,0,0,0,0,0,0,0
CBK0002062,TXN00005459,USR97255,MCH5730,2026-01-02 00:00:00,,10125.57,dispute raised,Complaint received after multiple failed attempts.,WIP,,MEDIUM,ivr,CBK0002062,TXN00005459,USR 97255,MCH-5730,0,0,0,0,1,1,0,0
CBK0001537,TXN00001929,USR74377,MCH4082,,2026-01-26 14:10:44,1412.21,dispute raised,Merchant service was not delivered after payment.,In Progress,2026-02-19 00:00:00,LOW,App,CBK0001537,TXN00001929,usr74377,MCH4082,0,0,0,1,0,0,0,0
CBK0000983,TXN59214,USR51720,MCH6740,2026-03-02 00:00:00,2026-03-03 21:54:00,0.2012,complaint,complaint received after multiple failed attempts.,PENDING_BANK,,MEDIUM,App,CBK0000983,TXN59214,USR51720,MCH6740,0,0,0,0,0,1,0,0
CBK0002273,TXN00013117,USR27533,MCH4185,2026-02-28 00:00:00,2026-06-03 00:00:00,355.32,UNAUTHORISED,User reports money deducted but merchant denies receiving payment.,OPEN,2026-06-03 00:00:00,CRITICAL,App,CBK0002273,TXN00013117,usr27533,MCH 4185,0,0,0,0,0,0,1,0
CBK0000522,TXN00009019,USR_81185,MCH2065,2026-07-01 00:00:00,2026-01-11 02:56:13,2738.39,not delivered,Suspicious high-value payment disputed by customer. call dropped,CLOSED,2026-02-08 02:56:13,MEDIUM,App,CBK0000522,TXN00009019,usr_81185,MCH2065,0,0,0,0,0,0,0,0
CBK0002162,TXN00001120,USR94046,MCH9160,2026-01-27 00:00:00,2026-01-28 00:00:00,8008.29,UNAUTHORISED,Merchant service was not delivered after payment.,REJECTED,,LOW,Call Center,CBK0002162,TXN00001120,USR94046,MCH9160,0,0,0,0,0,1,0,0
CBK0002626,TXN00013045,USR87914,MCH6675,2026-01-24 23:00:10,,1342.39,delivery issue,Merchant service was not delivered after payment.,REJECTED,2026-02-21 00:00:00,LOW,ivr,CBK0002626,TXN00013045,USR87914,MCH6675,0,0,0,0,1,0,0,0
CBK0000257,TXN00015440,USR53356,MCH6943,2026-11-01 00:00:00,2026-01-13 00:00:00,,Wrong Amount,Merchant service was not delivered after payment. pls check asap,Open,2026-01-29 00:00:00,MEDIUM,IVR,CBK0000257,TXN00015440,USR53356,MCH6943,0,1,0,0,0,0,0,0
CBK0000598,TXN00012035,USR93286,MCH1314,2026-02-13 00:00:00,2026-02-14 09:58:00,1897.14,scam,User claims account was compromised before transaction.,Open,2026-03-15 09:58:00,MEDIUM,ivr,CBK0000598,TXN00012035,USR93286,MCH1314,0,0,0,0,0,0,0,0
CBK0002739,TXN00017191,USR70236,MCH4655,,,0.2345,login compromised,customer says amount was debited twice.,WIP,,LOW,CHATBOT,CBK0002739,TXN00017191,USR70236,MCH-4655,0,0,0,1,1,1,0,0
CBK0002426,,USR83808,MCH8011,2026-03-30 00:00:00,2026-03-31 00:00:00,540.94,no service,Customer says transaction was not authorized.,PENDING_BANK,,MEDIUM,IVR,CBK0002426,,USR83808,MCH-8011,0,0,1,0,0,1,0,0
CBK0001182,TXN-00014058,96058,MCH5980,2026-01-09 00:00:00,2026-01-19 00:00:00,581.96,DUP_DEBIT,User reports money deducted but merchant denies receiving payment.,OPEN,,CRITICAL,IVR,CBK0001182,txn-00014058,96058,MCH-5980,0,0,0,0,0,1,1,0
CBK0002183,TXN00014087,USR46806,MCH4485,2026-03-04 13:46:36,2026-03-19 00:00:00,4901.36,charged twice,customer complaint text unclear due to poor call center notes.,Rejected,,LOW,Call Center,CBK0002183,TXN00014087,USR46806,mch4485,0,0,0,0,0,1,0,0
CBK0000396,TXN00016780,USR34997,MCH1351,,2026-01-14 00:00:00,1017.31,account hacked,User claims account was compromised before transaction. details missing,Open,2026-02-12 12:04:00,LOW,Call Center,CBK0000396,TXN00016780,usr34997,mch1351,0,0,0,1,0,0,0,0
CBK0002371,TXN00007628,USR28839,MCH5264,2026-02-03 00:00:00,2026-02-09 00:00:00,3211.77,login compromised,Customer complaint text unclear due to poor call center notes.,RESOLVED,2026-02-10 00:00:00,LOW,CHATBOT,CBK0002371,TXN00007628,USR28839,MCH5264,0,0,0,0,0,0,0,0
CBK0000804,TXN00000677,USR35395,MCH8348,2026-01-22 00:00:00,2026-01-22 00:00:00,2773.41,fraud,User claims account was compromised before transaction.,REJECTED,2026-02-17 10:58:31,LOW,App,CBK0000804,TXN00000677,USR35395,MCH8348,0,0,0,0,0,0,0,0
CBK0001112,TXN00013744,34212,MCH5076,,2026-04-02 00:00:00,1223.91,UNAUTHORISED,Customer says transaction was not authorized.,CLOSED,,HIGH,Call Center,CBK0001112,TXN00013744,34212,MCH5076,0,0,0,1,0,1,0,1
CBK0000053,TXN00017140,USR-93610,MCH8296,2026-01-12 00:00:00,2026-01-12 11:37:03,589.03,login compromised,User claims account was compromised before transaction.,CLOSED,,MEDIUM,App,CBK0000053,TXN00017140,USR-93610,MCH 8296,0,0,0,0,0,1,0,0
CBK0002604,TXN00015102,USR10831,MCH8980,2026-03-22 00:00:00,2026-03-23 20:33:00,0.1038,FRAUD,User says UPI PIN was not entered by them.,Open,,MEDIUM,ivr,CBK0002604,TXN00015102,USR10831,MCH 8980,0,0,0,0,0,1,0,0
CBK0001984,TXN00006529,USR67661,MCH7003,2026-01-26 00:00:00,2026-02-01 00:00:00,5747.29,unauthorized_transaction,customer says transaction was not authorized.,PENDING_BANK,2026-02-18 03:01:00,LOW,CHATBOT,CBK0001984,TXN00006529,USR67661,MCH 7003,0,0,0,0,0,0,0,0
CBK0001246,TXN00007847,USR79175,MCH4181,2026-03-29 17:35:00,2026-04-14 00:00:00,,extra amount deducted,customer says amount was debited twice.,Open,2026-05-14 11:35:52,HIGH,CHATBOT,CBK0001246,TXN00007847,USR79175,MCH4181,0,1,0,0,0,0,0,1
CBK0001124,TXN00018122,USR11419,MCH9594,,2026-05-03 00:00:00,5694.69,DUP_DEBIT,Complaint received after multiple failed attempts.,PENDING_BANK,2026-05-27 02:01:00,MEDIUM,App,CBK0001124,TXN00018122,USR11419,MCH 9594,0,0,0,1,0,0,0,0
CBK0001317,TXN-00016188,USR28015,MCH2822,2026-01-23 00:00:00,2026-01-30 11:51:00,1305.41,merchant service issue,user claims account was compromised before transaction.,Pending Bank,2026-02-02 00:00:00,HIGH,Call Center,CBK0001317,txn-00016188,USR28015,mch2822,0,0,0,0,0,0,0,1
CBK0002614,TXN00006336,USR70866,MCH8906,2026-02-14 00:00:00,2026-02-18 05:26:57,846.13,Wrong Amount,user reports money deducted but merchant denies receiving payment.,OPEN,2026-02-22 00:00:00,MEDIUM,chatbot,CBK0002614,TXN00006336,USR70866,mch8906,0,0,0,0,0,0,0,0
CBK0002164,TXN00001135,USR53527,MCH5076,2026-02-07 00:00:00,2026-02-22 00:00:00,2731.02,Account Takeover,Payment made to unknown merchant as per customer statement.,Closed,,HIGH,CHATBOT,CBK0002164,TXN00001135,USR53527,MCH5076,0,0,0,0,0,1,0,1
CBK0001777,TXN00006951,USR81327,MCH9661,2026-02-02 07:12:00,2026-02-05 07:12:00,3359.61,Account Takeover,Customer says transaction was not authorized.,Rejected,2026-03-06 07:12:00,MEDIUM,ivr,CBK0001777,TXN00006951,USR81327,MCH9661,0,0,0,0,0,0,0,0
CBK0000616,TXN00006990,USR38951,MCH8779,2026-03-10 00:00:00,2026-03-09 11:42:44,1208.16,amount mismatch,User says UPI PIN was not entered by them.,REJECTED,2026-03-28 11:42:00,MEDIUM,App,CBK0000616,TXN00006990,USR38951,MCH8779,0,0,0,0,0,0,0,0
CBK0000385,TXN00014076,USR11828,MCH8154,2026-01-23 13:23:28,2026-01-26 22:23:00,1915.56,extra amount deducted,Complaint received after multiple failed attempts.,OPEN,2026-02-08 00:00:00,LOW,ivr,CBK0000385,TXN00014076,USR11828,MCH8154,0,0,0,0,0,0,0,0
CBK0002097,TXN65627,USR14083,MCH5177,,2026-02-13 00:00:00,-3428.7,Customer Dispute,Complaint received after multiple failed attempts.,Rejected,2026-03-14 08:43:00,HIGH,chatbot,CBK0002097,TXN65627,USR14083,MCH5177,1,0,0,1,0,0,0,1
CBK0001900,TXN00012829,USR86138,MCH3815,2026-03-20 18:15:11,2026-04-05 07:15:11,4506.23,Duplicate Debit,User reports money deducted but merchant denies receiving payment.,RESOLVED,2026-05-05 07:15:11,HIGH,CHATBOT,CBK0001900,TXN00012829,USR86138,MCH3815,0,0,0,0,0,0,0,1
CBK0001029,TXN00007595,USR85146,MCH5954,,2026-04-03 06:18:10,0.1638,double debit,User claims account was compromised before txn.,OPEN,,MEDIUM,CHATBOT,CBK0001029,TXN00007595,USR85146,MCH5954,0,0,0,1,0,1,0,0
CBK0001052,TXN00015908,USR77900,MCH5264,2026-01-21 00:00:00,2026-01-31 09:49:28,0.54,dispute raised,Customer says amount was debited twice.,Pending Bank,,MEDIUM,Branch,CBK0001052,TXN00015908,USR77900,MCH5264,0,0,0,0,0,1,0,0
CBK0000908,TXN00002368,USR71714,MCH9717,2026-02-22 00:00:00,2026-02-23 00:00:00,4581.54,item not received,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,2026-03-07 19:24:52,LOW,CHATBOT,CBK0000908,TXN00002368,USR 71714,MCH-9717,0,0,0,0,0,0,0,0
CBK0000272,TXN00011208,USR-31719,MCH5754,2026-01-28 00:00:00,,729.47,login compromised,User claims account was compromised before transaction.,Resolved,2026-02-07 00:00:00,HIGH,IVR,CBK0000272,TXN00011208,USR-31719,MCH5754,0,0,0,0,1,0,0,1
CBK0001049,TXN00019810,USR21832,MCH3020,,,2801.1,not done by me,Payment made to unknown merchant as per customer statement.,Resolved,2026-04-17 00:00:00,HIGH,Email,CBK0001049,TXN00019810,USR21832,MCH3020,0,0,0,1,1,0,0,1
CBK0000221,TXN00004354,USR82244,MCH2757,2026-03-03 18:42:43,2026-06-03 00:00:00,0.137,double debit,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,WIP,2026-03-22 00:00:00,MEDIUM,ivr,CBK0000221,TXN00004354,USR82244,mch2757,0,0,0,0,0,0,0,0
CBK0001615,TXN00001397,USR23350,9727,2026-02-06 00:00:00,2026-02-09 00:00:00,0.2972,customer issue,User claims account was compromised before transaction.,WIP,2026-02-20 00:00:00,HIGH,Email,CBK0001615,TXN00001397,USR23350,9727,0,0,0,0,0,0,0,1
CBK0002732,TXN00007712,USR86991,MCH7765,2026-01-02 00:00:00,2026-02-04 17:09:00,-1151.15,service failed,Customer says transaction was not authorized.,IN_PROGRESS,2026-02-12 17:09:22,MEDIUM,App,CBK0002732,TXN00007712,USR86991,MCH7765,1,0,0,0,0,0,0,0
CBK0000571,TXN00018357,USR74628,MCH4473,2026-02-08 02:15:15,2026-02-10 05:15:00,13142.13,Service Not Provided,Payment made to unknown merchant as per customer statement.,WIP,2026-04-03 00:00:00,MEDIUM,ivr,CBK0000571,TXN00018357,USR74628,MCH4473,0,0,0,0,0,0,0,0
CBK0001992,TXN00012094,USR97149,MCH2503,2026-02-11 20:34:00,2026-12-02 00:00:00,0.878,ATO,User reports money deducted but merchant denies receiving payment.,Rejected,,LOW,ivr,CBK0001992,TXN00012094,USR97149,MCH 2503,0,0,0,0,0,1,0,0
CBK0002152,TXN00005346,USR43944,6429,2026-03-05 00:00:00,2026-03-07 00:00:00,3376.98,item not received,User reports money deducted but merchant denies receiving payment.,Open,2026-03-28 00:00:00,LOW,Email,CBK0002152,TXN00005346,USR43944,6429,0,0,0,0,0,0,0,0
CBK0002386,TXN00014331,USR-72448,MCH7602,2026-01-20 00:00:00,2026-02-04 00:00:00,-678.63,ATO,Suspicious high-value payment disputed by customer.,OPEN,2026-02-06 00:00:00,HIGH,Call Center,CBK0002386,TXN00014331,USR-72448,MCH7602,1,0,0,0,0,0,0,1
CBK0000126,TXN00009782,USR75241,MCH8503,2026-03-22 00:00:00,2026-04-06 19:49:00,718.61,amount mismatch,Customer says transaction was not authorized.,Resolved,2026-04-20 00:00:00,MEDIUM,ivr,CBK0000126,TXN00009782,USR75241,MCH8503,0,0,0,0,0,0,0,0
CBK0000552,TXN00001358,59496,MCH5588,2026-01-21 00:00:00,2026-01-23 00:00:00,6742.91,service failed,Suspicious high-value payment disputed by customer.,IN_PROGRESS,2026-02-02 00:00:00,CRITICAL,Branch,CBK0000552,TXN00001358,59496,MCH 5588,0,0,0,0,0,0,1,0
CBK0002681,TXN00008227,USR87558,MCH3815,2026-01-07 00:00:00,2026-01-10 12:14:00,2758.76,complaint,Complaint received after multiple failed attempts.,Rejected,2026-01-10 00:00:00,HIGH,Email,CBK0002681,TXN00008227,USR87558,MCH3815,0,0,0,0,0,0,0,1
CBK0001091,TXN00003670,USR12026,MCH4593,2026-07-01 00:00:00,2026-02-06 00:00:00,2583.29,double debit,Customer says transaction was not authorized.,Rejected,2026-03-02 00:00:00,LOW,Email,CBK0001091,TXN00003670,usr12026,MCH 4593,0,0,0,0,0,0,0,0
CBK0000174,TXN00013432,USR44848,MCH4003,2026-01-28 00:00:00,2026-01-28 00:00:00,616.19,Customer Dispute,User says UPI PIN was not entered by them.,Rejected,,LOW,Branch,CBK0000174,TXN00013432,USR44848,MCH4003,0,0,0,0,0,1,0,0
CBK0000949,,USR50783,MCH9233,2026-01-14 00:00:00,2026-01-25 01:55:00,7400.39,delivery issue,Suspicious high-value payment disputed by customer.,IN_PROGRESS,,MEDIUM,IVR,CBK0000949,,USR50783,MCH9233,0,0,1,0,0,1,0,0
CBK0000519,TXN00010998,USR69938,MCH7992,2026-01-29 23:14:08,,1567.73,UNAUTHORISED,Merchant service was not delivered after payment.,WIP,2026-02-04 00:00:00,LOW,CHATBOT,CBK0000519,TXN00010998,usr69938,MCH7992,0,0,0,0,1,0,0,0
CBK0000645,TXN00016469,USR59482,MCH1792,2026-03-13 13:03:25,,12115.08,extra amount deducted,Customer says transaction was not authorized.,Pending Bank,,CRITICAL,CHATBOT,CBK0000645,TXN00016469,USR59482,MCH1792,0,0,0,0,1,1,1,0
CBK0000063,TXN00017905,USR73461,MCH3216,2026-01-30 00:00:00,2026-01-30 00:00:00,2185.09,dispute raised,Customer says transaction was not authorized.,Resolved,2026-02-02 00:00:00,LOW,CHATBOT,CBK0000063,TXN00017905,USR73461,MCH3216,0,0,0,0,0,0,0,0
CBK0001394,TXN00009340,USR39542,1320,2026-02-18 13:01:11,2026-02-23 00:00:00,1180.9,Duplicate Debit,User reports money deducted but merchant denies receiving payment.,OPEN,,CRITICAL,chatbot,CBK0001394,TXN00009340,USR39542,1320,0,0,0,0,0,1,1,0
CBK0001496,TXN00012480,USR39700,MCH9284,2026-02-09 02:52:00,2026-02-19 00:00:00,0.2178,Fraud Suspected,Payment made to unknown merchant as per customer statement.,CLOSED,2026-02-20 00:00:00,HIGH,Call Center,CBK0001496,TXN00012480,USR39700,MCH9284,0,0,0,0,0,0,0,1
CBK0002246,TXN00009997,USR96095,MCH6849,2026-03-28 00:00:00,2026-04-03 00:00:00,,Merchant Not Delivered,Merchant service was not delivered after payment.,Rejected,2026-04-14 12:51:03,MEDIUM,chatbot,CBK0002246,TXN00009997,USR96095,MCH6849,0,1,0,0,0,0,0,0
CBK0001245,TXN00014601,USR50737,MCH1920,2026-03-17 00:00:00,2026-03-27 20:30:00,0.689,customer issue,Payment made to unknown merchant as per customer statement.,Pending Bank,2026-04-20 00:00:00,LOW,IVR,CBK0001245,TXN00014601,USR50737,MCH1920,0,0,0,0,0,0,0,0
CBK0000329,TXN-00014927,USR_30489,MCH4948,2026-01-29 17:56:00,2026-03-16 00:00:00,,Fraud Suspected,Suspicious high-value payment disputed by customer.,OPEN,2026-04-08 00:00:00,MEDIUM,App,CBK0000329,txn-00014927,usr_30489,MCH4948,0,1,0,0,0,0,0,0
CBK0001974,TXN00002369,USR83393,MCH3463,2026-03-30 17:27:58,2026-04-01 15:27:58,0.1718,customer issue,Customer says transaction was not authorized.,IN_PROGRESS,2026-04-20 00:00:00,LOW,Branch,CBK0001974,TXN00002369,USR83393,MCH3463,0,0,0,0,0,0,0,0
CBK0002363,TXN00002125,USR78593,2757,2026-04-03 00:00:00,2026-03-07 00:00:00,0.2711,ATO,Payment made to unknown merchant as per customer statement.,Closed,2026-03-22 00:00:00,LOW,Branch,CBK0002363,TXN00002125,USR78593,2757,0,0,0,0,0,0,0,0
CBK0001357,TXN00015990,USR49195,MCH1203,2026-01-08 00:00:00,2026-01-23 03:20:00,-1640.31,Account Takeover,Payment made to unknown merchant as per customer statement.,OPEN,2026-02-01 00:00:00,CRITICAL,App,CBK0001357,TXN00015990,usr49195,MCH1203,1,0,0,0,0,0,1,0
CBK0002677,TXN00009096,USR-31537,MCH8779,2026-02-27 00:00:00,2026-02-28 00:00:00,-6781.52,incorrect amount,Suspicious high-value payment disputed by cust.,Pending Bank,2026-03-10 08:17:01,MEDIUM,Branch,CBK0002677,TXN00009096,USR-31537,MCH-8779,1,0,0,0,0,0,0,0
CBK0000586,TXN00007590,USR26821,MCH8953,2026-11-03 00:00:00,,1023.96,Customer Dispute,Complaint received after multiple failed attempts. call dropped,REJECTED,2026-04-02 02:24:43,LOW,Call Center,CBK0000586,TXN00007590,USR26821,MCH8953,0,0,0,0,1,0,0,0
CBK0000776,TXN00010920,USR-19006,MCH4590,2026-03-12 23:55:00,2026-03-13 02:55:07,5019.03,unauthorized_transaction,complaint received after multiple failed attempts.,PENDING_BANK,,MEDIUM,IVR,CBK0000776,TXN00010920,USR-19006,mch4590,0,0,0,0,0,1,0,0
CBK0000873,TXN00002853,USR-33226,MCH2822,2026-02-13 11:31:49,2026-02-20 00:00:00,1650.21,delivery issue,Complaint received after multiple failed attempts.,Open,2026-02-26 12:31:49,MEDIUM,Email,CBK0000873,TXN00002853,USR-33226,MCH2822,0,0,0,0,0,0,0,0
CBK0000358,TXN00015992,USR12248,MCH1013,2026-02-28 00:00:00,2026-03-10 00:00:00,6937.41,login compromised,User says UPI PIN was not entered by them. NA,Rejected,2026-03-10 00:00:00,HIGH,Branch,CBK0000358,TXN00015992,USR12248,MCH1013,0,0,0,0,0,0,0,1
CBK0002265,TXN00008431,USR11987,MCH5922,,2026-02-07 23:51:35,1831.96,amount mismatch,Customer says transaction was not authorized.,REJECTED,2026-03-09 23:51:00,MEDIUM,CHATBOT,CBK0002265,TXN00008431,USR11987,MCH5922,0,0,0,1,0,0,0,0
CBK0001115,TXN00018481,USR96362,MCH8953,2026-01-31 00:00:00,2026-02-03 00:00:00,776.76,delivery issue,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,REJECTED,2026-02-05 00:00:00,MEDIUM,IVR,CBK0001115,TXN00018481,USR96362,MCH8953,0,0,0,0,0,0,0,0
CBK0000323,TXN00019162,USR85655,MCH7346,2026-03-03 02:18:00,2026-03-03 10:18:01,2538.07,charged twice,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,PENDING_BANK,,LOW,Branch,CBK0000323,TXN00019162,USR85655,MCH 7346,0,0,0,0,0,1,0,0
CBK0000234,TXN00001948,USR69297,MCH8977,2026-03-29 04:03:44,2026-03-30 00:00:00,8296.18,Wrong Amount,Suspicious high-value payment disputed by customer.,Resolved,2026-04-25 00:00:00,LOW,IVR,CBK0000234,TXN00001948,USR69297,MCH8977,0,0,0,0,0,0,0,0
CBK0001576,TXN00012979,USR85329,MCH1945,2026-01-07 00:00:00,2026-01-07 10:12:22,21185.86,FRAUD,Complaint received after multiple failed attempts.,Closed,2026-08-01 00:00:00,LOW,CHATBOT,CBK0001576,TXN00012979,USR85329,MCH1945,0,0,0,0,0,0,0,0
CBK0002169,TXN00011212,USR_87637,MCH5655,2026-01-25 00:00:00,2026-01-28 23:45:00,,Wrong Amount,User says UPI PIN was not entered by them.,REJECTED,,MEDIUM,Branch,CBK0002169,TXN00011212,usr_87637,MCH5655,0,1,0,0,0,1,0,0
CBK0000803,,USR28353,MCH9017,2026-01-28 20:41:02,2026-02-13 00:00:00,6400.05,Merchant Not Delivered,Complaint received after multiple failed attempts. pls check asap,RESOLVED,2026-02-23 00:00:00,HIGH,IVR,CBK0000803,,USR28353,MCH9017,0,0,1,0,0,0,0,1
CBK0001770,TXN00001025,USR97417,MCH7480,2026-02-24 23:35:00,2026-03-07 00:00:00,5150.06,delivery issue,Complaint received after multiple failed attempts.,Closed,,MEDIUM,IVR,CBK0001770,TXN00001025,usr97417,MCH7480,0,0,0,0,0,1,0,0
CBK0000956,TXN00001028,USR76271,MCH9801,2026-03-30 00:00:00,2026-04-15 11:18:00,,delivery issue,User claims account was compromised before transaction.,OPEN,2026-04-26 00:00:00,MEDIUM,Branch,CBK0000956,TXN00001028,USR76271,MCH9801,0,1,0,0,0,0,0,0
CBK0001559,TXN00003513,USR15980,MCH9291,2026-03-13 00:00:00,2026-03-13 00:00:00,754.13,merchant service issue,User says UPI PIN was not entered by them.,Resolved,2026-04-05 00:00:00,MEDIUM,chatbot,CBK0001559,TXN00003513,USR15980,MCH9291,0,0,0,0,0,0,0,0
CBK0002745,TXN00003727,USR54113,MCH7888,2026-03-12 20:17:03,2026-03-18 00:00:00,1284.94,Wrong Amount,Payment made to unknown merchant as per customer statement.,Rejected,2026-03-29 11:17:03,MEDIUM,IVR,CBK0002745,TXN00003727,USR54113,MCH7888,0,0,0,0,0,0,0,0
CBK0002455,TXN00001275,USR_69706,MCH5076,2026-01-20 00:00:00,2026-01-23 00:00:00,2210.2,Duplicate Debit,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,RESOLVED,2026-02-17 00:00:00,LOW,ivr,CBK0002455,TXN00001275,usr_69706,MCH5076,0,0,0,0,0,0,0,0
CBK0000925,TXN00001097,67142,MCH4883,2026-02-14 15:47:00,2026-02-18 01:47:00,4816.91,merchant service issue,Merchant service was not delivered after payment.,RESOLVED,,MEDIUM,IVR,CBK0000925,TXN00001097,67142,MCH4883,0,0,0,0,0,1,0,0
CBK0002531,TXN00018059,USR46902,MCH1737,2026-03-06 00:00:00,2026-03-12 00:00:00,,UNAUTHORISED,Payment made to unknown merchant as per customer statement.,REJECTED,,MEDIUM,chatbot,CBK0002531,TXN00018059,USR46902,MCH1737,0,1,0,0,0,1,0,0
